gen,bestIsSolutionB4start,dynamicConstraintsB4,currentOperator,sumDiff/AC,improvedChromes,affectedChromes,diversity,bestBeforeOpStarts
468,false,[20/81],mutationClusterMulti,0.0,71,90,7175882.275,4.40846535E8
468,false,[20/81],interRaceX,2.702626987E7,38,100,3851483.2379999994,4.48071779E8
469,false,[20/81],mutationKemp3,0.0156854410195956,28,100,7132524.399,4.40846535E8
469,false,[20/81],mutationKemp3,0.004906933307541873,14,88,7132524.399,4.40846535E8
469,false,[20/81],interRaceX,3.056712985E7,26,100,3540457.1160000023,4.48071779E8
470,false,[20/81],mutationSinglePoint,0.0,0,100,7031349.320999998,4.40846535E8
470,false,[20/81],mutationSinglePoint,0.0,0,90,7031349.320999998,4.40846535E8
470,false,[20/81],interRaceX,3.504742071E7,34,100,3193798.875999999,4.48071779E8
471,false,[20/81],interRaceX,3.815475075E7,29,100,1.0781784537999999E7,4.48071779E8
474,false,[20/81],mutationGroupSwap,0.011547998583409935,14,100,6937405.125000001,4.40846535E8
474,false,[20/81],mutationGroupSwap,0.0016358404281664263,4,89,6937405.125000001,4.40846535E8
474,false,[20/81],interRaceX,2.58701556E7,35,100,4205504.214999998,4.48071779E8
475,false,[20/81],mutationSinglePoint,0.0,0,100,7053034.973000002,4.40846535E8
475,false,[20/81],mutationSinglePoint,0.0,0,93,7053034.973000002,4.40846535E8
475,false,[20/81],interRaceX,2.550890944E7,36,100,8881238.594,4.48071779E8
476,false,[20/81],crossoverKempe,0.0,2,100,7132528.449000001,4.40846535E8
476,false,[20/81],crossoverKempe,0.0,1,92,7132528.449000001,4.40846535E8
476,false,[20/81],interRaceX,3.793791697E7,39,100,2803767.5540000023,4.48071779E8
477,false,[20/81],mutationInterRaceXCOP,0.022415869641990868,53,100,7081945.581,4.40846535E8
477,false,[20/81],mutationInterRaceXCOP,0.027878987229043906,67,84,7081945.581,4.40846535E8
477,false,[20/81],interRaceX,2.796572347E7,39,100,9878517.927999998,4.48071779E8
478,false,[20/81],mutationKemp4,0.004272051009756979,6,100,7132533.5720000025,4.40846475E8
478,false,[20/81],mutationKemp4,0.008806967398622769,18,87,7132533.5720000025,4.40846475E8
478,false,[20/81],interRaceX,2.8832892E7,31,100,9293134.772000004,4.48071779E8
479,false,[20/81],mutationKemp4,0.006319518242380581,14,100,7132534.456,4.40846439E8
479,false,[20/81],mutationKemp4,8.899026291967347E-4,4,82,7132534.456,4.40846439E8
479,false,[20/81],interRaceX,2.225696044E7,30,100,4371861.7,4.48071779E8
480,false,[20/81],mutationKemp4,0.0029188806234742514,8,100,7161440.548000002,4.40846439E8
480,false,[20/81],mutationKemp4,0.0019290765613480191,7,83,7161440.548000002,4.40846439E8
480,false,[20/81],interRaceX,2.998896207E7,39,100,1.0160336755E7,4.48071779E8
481,false,[20/81],mutationKemp3,0.0026177825007471255,7,100,7139760.6230000025,4.40846425E8
481,false,[20/81],mutationKemp3,0.0021253985119983553,10,80,7139760.6230000025,4.40846425E8
481,false,[20/81],interRaceX,2.587014542E7,36,100,9726775.164999997,4.48071779E8
482,false,[20/81],mutationKemp3,0.0013142047464498319,5,100,7255391.041000003,4.40846425E8
482,false,[20/81],mutationKemp3,0.0021647577437020286,6,81,7255391.041000003,4.40846425E8
482,false,[20/81],interRaceX,2.334091684E7,39,100,4140487.975,4.48071779E8
483,false,[20/81],interRaceX,0.0,0,100,7255392.624000001,4.40846425E8
483,false,[20/81],interRaceX,0.0,0,80,7255392.624000001,4.40846425E8
483,false,[20/81],interRaceX,2.550870585E7,32,100,3923701.0910000023,4.48071779E8
484,false,[20/81],interRaceX,3.295174541E7,35,100,1.0492750726999998E7,4.48071779E8
485,false,[20/81],mutationChangeTrack,0.0024548352815327236,14,100,7060270.844999999,4.40846425E8
485,false,[20/81],mutationChangeTrack,0.007041983022733244,21,83,7060270.844999999,4.40846425E8
485,false,[20/81],interRaceX,3.107298286E7,35,100,3562192.6689999998,4.48071779E8
486,false,[20/81],interRaceX,2.919416133E7,28,100,9929099.168,4.48071779E8
488,false,[20/81],mutationKemp4,0.0021997874599765056,5,100,6908509.255000001,4.40846425E8
488,false,[20/81],mutationKemp4,0.0053226971407662835,10,77,6908509.255000001,4.40846425E8
488,false,[20/81],interRaceX,3.699860395E7,31,100,3121740.45,4.48071779E8
489,false,[20/81],mutationKemp4,0.0017569961032131687,4,100,6901282.8709999975,4.40846425E8
489,false,[20/81],mutationKemp4,0.0016473972404106375,7,83,6901282.8709999975,4.40846425E8
489,false,[20/81],interRaceX,3.562547355E7,28,100,1.0463830226E7,4.48071779E8
490,false,[20/81],mutationKemp4,1.5232022677082567E-4,14,100,6894056.033999997,4.40846425E8
490,false,[20/81],mutationKemp4,0.002116430585811952,29,79,6894056.033999997,4.40846425E8
490,false,[20/81],interRaceX,3.085621197E7,42,100,9979677.231,4.48071779E8
491,false,[20/81],interRaceX,2.789348652E7,39,100,3981441.6310000005,4.40846721E8
492,false,[20/81],interRaceX,2.00168057E7,30,100,2702475.1610000012,4.40846721E8
493,false,[20/81],interRaceX,1.481384846E7,33,100,1249783.2949999988,4.26394866E8
494,false,[20/81],interRaceX,1.098406922E7,37,100,1.3730138263999999E7,4.19170991E8
495,false,[20/81],interRaceX,1.033362201E7,45,100,1235537.6610000015,4.11941349E8
496,false,[25/81],mutationKemp3,0.0940665958201862,38,100,1.3267680005E7,4.04715559E8
496,false,[25/81],mutationKemp3,0.1060686568125675,45,88,1.3267680005E7,4.04715559E8
496,false,[25/81],interRaceX,1.698191943E7,61,100,1.4965871948000003E7,4.11941349E8
497,false,[25/81],mutationKemp3,0.0766843783200602,45,100,1.3853025241000002E7,4.0471426E8
497,false,[25/81],mutationKemp3,0.06970773865994546,50,93,1.3853025241000002E7,4.0471426E8
497,false,[25/81],interRaceX,1.633148399E7,61,100,1.5486173639999997E7,4.11940765E8
498,false,[25/81],mutationKemp3,0.06339001062704483,38,100,1.4496177226999998E7,4.0471426E8
498,false,[25/81],mutationKemp3,0.0859161092684029,49,85,1.4496177226999998E7,4.0471426E8
498,false,[25/81],interRaceX,1.365777249E7,51,100,1.5861954476E7,4.11940765E8
499,false,[25/81],mutationKemp3,0.07060573857714189,47,100,1.4980361964999998E7,4.0471426E8
499,false,[25/81],mutationKemp3,0.07019128586762235,46,80,1.4980361964999998E7,4.0471426E8
499,false,[25/81],interRaceX,1.481387131E7,43,100,1.6461749095999997E7,4.11940444E8
502,false,[25/81],mutationGroupSwap,0.04664187034970382,30,100,1.4207150852999998E7,4.0471426E8
502,false,[25/81],mutationGroupSwap,0.021851486711922743,17,83,1.4207150852999998E7,4.0471426E8
502,false,[25/81],interRaceX,2.196801401E7,31,100,939207.4459999979,4.11940444E8
503,false,[25/81],mutationKemp3,0.034785688983101866,31,100,1.3108745027999997E7,4.0471426E8
503,false,[25/81],mutationKemp3,0.024259757038260645,22,68,1.3108745027999997E7,4.0471426E8
503,false,[25/81],interRaceX,1.849937384E7,28,100,2384375.3879999993,4.11940444E8
504,false,[25/81],mutationKemp1,0.03308537017350318,30,100,1.1836909197000002E7,4.0471426E8
504,false,[25/81],mutationKemp1,0.0073208170970125745,13,75,1.1836909197000002E7,4.0471426E8
504,false,[25/81],interRaceX,2.977242402E7,30,100,1.4814151599000001E7,4.11940444E8
505,false,[25/81],mutationKemp4,0.03696776478813263,31,100,1.1172090391000003E7,4.0471426E8
505,false,[25/81],mutationKemp4,0.03572106968098576,34,69,1.1172090391000003E7,4.0471426E8
505,false,[25/81],interRaceX,3.461401579E7,27,100,2709668.830000001,4.11940444E8
506,false,[25/81],mutationSwapCOP,0.0,0,100,1.1164856532999998E7,4.0471426E8
506,false,[25/81],mutationSwapCOP,0.0,0,74,1.1164856532999998E7,4.04713967E8
506,false,[25/81],interRaceX,3.801038234E7,28,100,1.4965894767E7,4.11939086E8
507,false,[25/81],mutationInterRaceXCOP,0.039132128940836994,55,100,1.1323840910000002E7,4.04713967E8
507,false,[25/81],mutationInterRaceXCOP,0.04851951407652129,59,68,1.1323840910000002E7,4.04713967E8
507,false,[25/81],interRaceX,3.309641397E7,34,100,2709147.8930000006,4.11939086E8
508,false,[25/81],mutationInterRaceXCOP,0.03989018774387659,59,100,1.1511737467000002E7,4.0471385E8
508,false,[25/81],mutationInterRaceXCOP,0.02492052757758768,58,77,1.1511737467000002E7,4.0471385E8
508,false,[25/81],interRaceX,3.497544863E7,33,100,2334011.3699999987,4.11939086E8
509,false,[25/81],mutationInterRaceXCOP,0.030421537371876185,48,100,1.1020347720999997E7,4.0471385E8
509,false,[25/81],mutationInterRaceXCOP,0.025341648490881965,53,76,1.1020347720999997E7,4.0471385E8
509,false,[25/81],interRaceX,3.150672181E7,34,100,1.4171019901999999E7,4.11939086E8
511,false,[25/81],mutationInterRaceXCOP,0.014339355295524001,38,100,1.0355519856999999E7,4.0471385E8
511,false,[25/81],mutationInterRaceXCOP,0.018443122587783578,44,77,1.0355519856999999E7,4.0471385E8
511,false,[25/81],interRaceX,3.34578701E7,33,100,1.2978618867000002E7,4.11939086E8
512,false,[25/81],mutationInterRaceXCOP,0.024009918525989632,38,100,9712382.660000002,4.0471385E8
512,false,[25/81],mutationInterRaceXCOP,0.024480902955848212,47,73,9712382.660000002,4.04713782E8
512,false,[25/81],interRaceX,3.280742097E7,36,100,4350100.643000001,4.11939086E8
513,false,[25/81],mutationInterRaceXCOP,0.020513637974509037,32,100,1.0738526141000003E7,4.04713743E8
513,false,[25/81],mutationInterRaceXCOP,0.010682474851260433,37,83,1.0738526141000003E7,4.04713743E8
513,false,[25/81],interRaceX,2.485846277E7,34,100,4118802.8819999993,4.11939086E8
514,false,[25/81],mutationInterRaceXCOP,0.018225292242714203,29,100,1.0276037813E7,4.04713734E8
514,false,[25/81],mutationInterRaceXCOP,0.01230517180338211,27,80,1.0276037813E7,4.04713734E8
514,false,[25/81],interRaceX,3.165126126E7,37,100,3179209.2610000013,4.11939086E8
515,false,[25/81],mutationInterRaceXCOP,0.017215727949514984,29,100,1.0666269304000003E7,4.04713734E8
515,false,[25/81],mutationInterRaceXCOP,0.008237040225899767,22,79,1.0666269304000003E7,4.04713734E8
515,false,[25/81],interRaceX,3.439727641E7,33,100,1.4105996944999998E7,4.11939086E8
516,false,[25/81],mutationInterRaceXCOP,0.01686503719451139,32,100,1.0463934718E7,4.04713734E8
516,false,[25/81],mutationInterRaceXCOP,0.007968110486469513,22,83,1.0463934718E7,4.04713734E8
516,false,[25/81],interRaceX,2.782128225E7,33,100,1.3246062943E7,4.11939086E8
517,false,[25/81],mutationInterRaceXCOP,0.01091037902951939,22,100,1.0124296801999997E7,4.0471368E8
517,false,[25/81],mutationInterRaceXCOP,0.007054786625983059,23,83,1.0124296801999997E7,4.0471368E8
517,false,[25/81],interRaceX,3.468624608E7,37,100,3027527.5899999975,4.11939086E8
518,false,[25/81],mutationInterRaceXCOP,0.0184520014168811,27,100,1.0471149462000001E7,4.0471368E8
518,false,[25/81],mutationInterRaceXCOP,0.0085398895179104,17,74,1.0471149462000001E7,4.0471368E8
518,false,[25/81],interRaceX,3.425271997E7,31,100,1.3896421458999997E7,4.11939086E8
519,false,[25/81],mutationInterRaceXCOP,0.019528869995847343,20,100,1.0254358469E7,4.04713551E8
519,false,[25/81],mutationInterRaceXCOP,0.007170826511306537,17,74,1.0254358469E7,4.04713551E8
519,false,[25/81],interRaceX,2.478625284E7,34,100,1.2732983752999997E7,4.11939086E8
522,false,[25/81],mutationKemp5,0.029298618490283843,30,100,9958086.995999997,4.04713551E8
522,false,[25/81],mutationKemp5,0.007923162807902038,25,79,9958086.995999997,4.04713551E8
522,false,[25/81],interRaceX,3.793815463E7,37,100,1.3751902458999997E7,4.11939086E8
523,false,[25/81],interRaceX,2.774897724E7,31,100,1.3231604891000003E7,4.11939086E8
524,false,[25/81],interRaceX,3.244611838E7,27,100,3294936.9120000005,4.11939086E8
525,false,[25/81],mutationSwapCOP,0.0,0,100,1.1446696064999998E7,4.04713529E8
525,false,[25/81],mutationSwapCOP,0.0,0,76,1.1446696064999998E7,4.04713529E8
525,false,[25/81],interRaceX,3.071178448E7,29,100,1.3795185873000003E7,4.11939086E8
526,false,[25/81],mutationChangeTrack,0.07347856889973628,41,100,1.2263280470999997E7,4.04713529E8
526,false,[25/81],mutationChangeTrack,0.004756844289186592,17,77,1.2263280470999997E7,4.04713529E8
526,false,[25/81],interRaceX,2.579788687E7,26,100,2500207.3420000016,4.11939086E8
527,false,[25/81],mutationKemp4,0.02455543747666525,30,100,1.1894740301999997E7,4.04713529E8
527,false,[25/81],mutationKemp4,0.010534006375746686,23,80,1.1894740301999997E7,4.04713529E8
527,false,[25/81],interRaceX,2.868829788E7,25,100,1.4763570089999998E7,4.11939086E8
528,false,[25/81],mutationClusterMulti,0.0,0,100,1.2682394576999998E7,4.04713529E8
528,false,[25/81],mutationClusterMulti,0.0,0,84,1.2682394576999998E7,4.04713529E8
528,false,[25/81],interRaceX,2.456948892E7,24,100,1.5139343469E7,4.11939086E8
529,false,[25/81],mutationKemp1,0.06545164718467276,34,100,1.1844160262E7,4.04713529E8
529,false,[25/81],mutationKemp1,0.0047614447188158455,9,77,1.1844160262E7,4.04713529E8
529,false,[25/81],interRaceX,3.425282484E7,23,100,1.5269442745999997E7,4.11939086E8
530,false,[25/81],mutationKemp2,0.037952532766212244,36,100,1.2494535580000002E7,4.04713529E8
530,false,[25/81],mutationKemp2,0.005287576786585993,19,82,1.2494535580000002E7,4.04713529E8
530,false,[25/81],interRaceX,2.79658726E7,27,100,2052180.4600000023,4.11939086E8
531,false,[25/81],mutationKemp3,0.02350690754392417,20,100,1.1995921561000003E7,4.04713529E8
531,false,[25/81],mutationKemp3,0.0020839946451082876,8,77,1.1995921561000003E7,4.04713529E8
531,false,[25/81],interRaceX,2.088402032E7,18,100,1.4084323593E7,4.11939086E8
533,false,[25/81],interRaceX,2.052267709E7,19,100,1.3679588581E7,4.11939086E8
534,false,[25/81],interRaceX,2.890525579E7,25,100,1264263.5620000004,4.11939086E8
535,false,[25/81],interRaceX,1.712639681E7,14,100,1.5883676923000002E7,4.11939086E8
536,false,[25/81],interRaceX,1.416357584E7,14,100,1.5739142826E7,4.11939086E8
537,false,[25/81],interRaceX,2.594236411E7,18,100,368245.125,4.11939086E8
538,false,[25/81],interRaceX,2.587021621E7,20,100,209422.9899999976,4.11939086E8
539,false,[25/81],interRaceX,2.240155631E7,15,100,946443.0589999973,4.11939086E8
542,false,[25/81],mutationSwapCOP,0.0,0,100,1.4488982399000002E7,4.04713529E8
542,false,[25/81],mutationSwapCOP,0.0,0,80,1.4488982399000002E7,4.04713513E8
542,false,[25/81],interRaceX,1.546428699E7,11,100,585109.2019999981,4.11939005E8
543,false,[25/81],mutationClusterMulti,0.0,3,100,1.4821392719999999E7,4.04713513E8
543,false,[25/81],mutationClusterMulti,0.0,5,80,1.4821392719999999E7,4.04713513E8
543,false,[25/81],interRaceX,1.358546725E7,11,100,440667.45500000124,4.11939005E8
544,false,[25/81],mutationClusterMulti,0.0,1,100,1.5320012694E7,4.04713513E8
544,false,[25/81],mutationClusterMulti,0.0,5,80,1.5320012694E7,4.04713513E8
544,false,[25/81],interRaceX,8743874.33,9,100,426099.67300000193,4.11939005E8
545,false,[25/81],interRaceX,1.206794934E7,13,100,816315.2170000017,4.11939005E8
546,false,[25/81],mutationKemp2,0.04392844491667347,41,100,1.5320029319999998E7,4.04713513E8
546,false,[25/81],mutationKemp2,0.007469890188440331,25,80,1.5320029319999998E7,4.04713513E8
546,false,[25/81],interRaceX,1.040590383E7,9,100,982475.9970000029,4.11939005E8
547,false,[25/81],interRaceX,1.199566648E7,11,100,1.6519597691000002E7,4.11939005E8
549,false,[25/81],mutationClusterMulti,0.0,0,100,1.5320031694999998E7,4.04713513E8
549,false,[25/81],mutationClusterMulti,0.0,0,77,1.5320031694999998E7,4.04713513E8
549,false,[25/81],interRaceX,7370825.27,10,100,1.6057114222000003E7,4.11939005E8
552,false,[25/81],mutationSinglePoint,0.0,0,100,1.4322798720999997E7,4.04713513E8
552,false,[25/81],mutationSinglePoint,0.0,0,76,1.4322798720999997E7,4.04713513E8
552,false,[25/81],interRaceX,1.741532482E7,14,100,1.6064331202999996E7,4.11939005E8
553,false,[25/81],interRaceX,1.387450709E7,13,100,1.5544042930000002E7,4.11939005E8
554,false,[25/81],mutationSwapCOP,0.0,0,100,1.4156586826E7,4.04713513E8
554,false,[25/81],mutationSwapCOP,0.0,0,79,1.4156586826E7,4.04713513E8
554,false,[25/81],interRaceX,1.71262984E7,15,100,1.5869216666000003E7,4.11938938E8
555,false,[25/81],interRaceX,0.0,0,100,1.4828632816000002E7,4.04713513E8
555,false,[25/81],interRaceX,0.0,0,81,1.4828632816000002E7,4.04713513E8
555,false,[25/81],interRaceX,1.242929348E7,14,100,1271526.754000002,4.11938938E8
556,false,[25/81],mutationClusterMulti,0.0,2,100,1.4684094868999999E7,4.04713513E8
556,false,[25/81],mutationClusterMulti,0.0,29,83,1.4684094868999999E7,4.04713513E8
556,false,[25/81],interRaceX,1.524745678E7,12,100,1134105.4529999972,4.11938938E8
557,false,[25/81],crossoverKempe,0.0,11,100,1.5168254916000003E7,4.04713513E8
557,false,[25/81],crossoverKempe,0.0,14,84,1.5168254916000003E7,4.04713513E8
557,false,[25/81],interRaceX,8816049.29,10,100,1293036.5550000013,4.11938938E8
558,false,[25/81],mutationKemp4,0.04591923485830193,58,100,1.4835859470999997E7,4.04713513E8
558,false,[25/81],mutationKemp4,0.004629744046914586,21,86,1.4835859470999997E7,4.04713513E8
558,false,[25/81],interRaceX,1.698176799E7,13,100,809083.0300000012,4.11938938E8
559,false,[25/81],mutationKemp5,0.04194473963812925,45,100,1.5320033068000002E7,4.04713513E8
559,false,[25/81],mutationKemp5,0.0039009371870139865,10,81,1.5320033068000002E7,4.04713513E8
559,false,[25/81],interRaceX,2023376.38,5,100,1.5522370706E7,4.11938938E8
560,false,[25/81],mutationKemp3,0.048044633367680945,33,100,1.4655221438E7,4.04713513E8
560,false,[25/81],mutationKemp3,0.0013994393492244,9,81,1.4655221438E7,4.04713513E8
560,false,[25/81],interRaceX,1.380225849E7,10,100,1307830.6129999994,4.11938938E8
561,false,[25/81],interRaceX,1.380231002E7,12,100,1141617.1329999983,4.11938938E8
562,false,[25/81],mutationChangeTrack,0.04261069784028223,54,100,1.498764015E7,4.04713513E8
562,false,[25/81],mutationChangeTrack,0.0032615363345873294,24,82,1.498764015E7,4.04713513E8
562,false,[25/81],interRaceX,1.040589369E7,9,100,1314933.5810000002,4.11938938E8
563,false,[25/81],mutationInterRaceXCOP,0.03980162947264034,68,100,1.4987649149E7,4.04713513E8
563,false,[25/81],mutationInterRaceXCOP,0.01668602591928712,37,86,1.4987649149E7,4.04713513E8
563,false,[25/81],interRaceX,1.633153696E7,28,100,1.6620802844999999E7,4.11938938E8
564,false,[25/81],mutationGroupSwap,0.033191640099103095,19,100,1.3325584581999999E7,4.04713513E8
564,false,[25/81],mutationGroupSwap,0.0,0,89,1.3325584581999999E7,4.04713513E8
564,false,[25/81],interRaceX,1.647602245E7,24,100,1.4973186826999998E7,4.11938938E8
567,false,[25/81],interRaceX,2.984467745E7,30,100,2854075.7649999973,4.11938938E8
568,false,[25/81],mutationKemp1,0.02772582359262742,21,100,1.1714106719999999E7,4.04713513E8
568,false,[25/81],mutationKemp1,0.0019698815477767776,8,82,1.1714106719999999E7,4.04713513E8
568,false,[25/81],interRaceX,3.114541946E7,29,100,2514667.033999997,4.11938938E8
569,false,[25/81],mutationKemp2,0.016099893729551694,23,100,1.1533447093E7,4.04713513E8
569,false,[25/81],mutationKemp2,0.004885121386736458,10,86,1.1533447093E7,4.04713513E8
569,false,[25/81],interRaceX,2.970019528E7,25,100,2839471.879000002,4.11938938E8
570,false,[25/81],interRaceX,3.613155787E7,26,100,2868691.597000003,4.11938938E8
571,false,[25/81],interRaceX,0.0,0,100,1.1005912306E7,4.04713513E8
571,false,[25/81],interRaceX,0.0,0,80,1.1005912306E7,4.04713513E8
571,false,[25/81],interRaceX,3.128994142E7,24,100,1.4134906448000003E7,4.11938938E8
572,false,[25/81],mutationKemp5,0.01785688983334694,26,100,1.0666272995E7,4.04713513E8
572,false,[25/81],mutationKemp5,0.004362009737442984,24,86,1.0666272995E7,4.04713513E8
572,false,[25/81],interRaceX,3.114539175E7,25,100,1.378081217E7,4.11938938E8
575,false,[25/81],interRaceX,0.0,0,100,1.1179338447000002E7,4.04713513E8
575,false,[25/81],interRaceX,0.0,0,82,1.1179338447000002E7,4.04713513E8
575,false,[25/81],interRaceX,2.305200909E7,28,100,1.3484537191000003E7,4.11938938E8
576,false,[25/81],mutationInterRaceXCOP,0.027786043216183318,53,100,1.1229932938E7,4.04713513E8
576,false,[25/81],mutationInterRaceXCOP,0.007797395747368145,26,83,1.1229932938E7,4.04713513E8
576,false,[25/81],interRaceX,3.273518707E7,35,100,1.4503451644999998E7,4.11938938E8
579,false,[25/81],crossoverKempe,0.0,0,100,1.1208247719999999E7,4.04713513E8
579,false,[25/81],crossoverKempe,0.0,3,89,1.1208247719999999E7,4.04713513E8
579,false,[25/81],interRaceX,2.970007971E7,31,100,1.3455575691000002E7,4.11938938E8
580,false,[25/81],mutationKemp2,0.02659227771917358,30,100,1.1576788633999998E7,4.04713513E8
580,false,[25/81],mutationKemp2,0.0034393561187709225,15,86,1.1576788633999998E7,4.04713513E8
580,false,[25/81],interRaceX,3.121771836E7,32,100,1.4698560469999999E7,4.11938938E8
581,false,[25/81],mutationSwapCOP,0.0,0,100,1.1576789723000001E7,4.04713513E8
581,false,[25/81],mutationSwapCOP,0.0,0,85,1.1576789723000001E7,4.04713513E8
581,false,[25/81],interRaceX,3.446943123E7,29,100,1.5023732845999997E7,4.11938938E8
582,false,[25/81],mutationChangeTrack,0.024233085369924082,23,100,1.0514521679000001E7,4.04713451E8
582,false,[25/81],mutationChangeTrack,0.0024474285895518155,14,88,1.0514521679000001E7,4.04713451E8
582,false,[25/81],interRaceX,2.80381076E7,33,100,1.2595644439E7,4.11938938E8
583,false,[25/81],mutationChangeTrack,0.026036131775181274,19,100,1.0716865689E7,4.04713451E8
583,false,[25/81],mutationChangeTrack,0.0010784429488315558,8,90,1.0716865689E7,4.04713451E8
583,false,[25/81],interRaceX,2.767685045E7,30,100,1.2761867133999998E7,4.11938938E8
584,false,[25/81],mutationKemp1,0.024803400637756566,24,100,1.1229941139999997E7,4.04713451E8
584,false,[25/81],mutationKemp1,0.0035586174317881808,22,87,1.1229941139999997E7,4.04713451E8
584,false,[25/81],interRaceX,3.128993544E7,30,100,1.4358934683999998E7,4.11938938E8
585,false,[25/81],mutationKemp5,0.02311370882031042,22,100,1.1410601733E7,4.04713451E8
585,false,[25/81],mutationKemp5,0.004270697759759999,12,89,1.1410601733E7,4.04713451E8
585,false,[25/81],interRaceX,3.577021896E7,39,100,2355296.770999998,4.11938938E8
586,false,[25/81],interRaceX,2.117307634E7,26,100,2117169.9620000008,4.11938938E8
587,false,[25/81],interRaceX,2.738773824E7,23,100,1.4987622162E7,4.11938938E8
588,false,[25/81],interRaceX,0.0,0,100,1.2559578049000002E7,4.04713451E8
588,false,[25/81],interRaceX,0.0,0,86,1.2559578049000002E7,4.04713451E8
588,false,[25/81],interRaceX,2.608701752E7,25,100,2174928.899000001,4.11938938E8
589,false,[25/81],mutationGroupSwap,0.02563939071871573,20,100,1.2046515752999997E7,4.04713451E8
589,false,[25/81],mutationGroupSwap,0.0018144605820351798,3,90,1.2046515752999997E7,4.04713451E8
589,false,[25/81],interRaceX,3.092864546E7,24,100,2203848.200999999,4.11938938E8
590,false,[25/81],mutationKemp3,0.04540205455181422,35,100,1.2017615606999999E7,4.04713451E8
590,false,[25/81],mutationKemp3,0.0019760231146622583,24,83,1.2017615606999999E7,4.04713451E8
590,false,[25/81],interRaceX,1.777674775E7,19,100,1.3795290382E7,4.11938938E8
592,false,[25/81],mutationChangeTrack,0.016153028693515807,21,100,1.1887546726E7,4.04713451E8
592,false,[25/81],mutationChangeTrack,0.0057104080505192235,15,83,1.1887546726E7,4.04713451E8
592,false,[25/81],interRaceX,2.876076847E7,26,100,1.4763623573000003E7,4.11938938E8
593,false,[25/81],mutationChangeTrack,0.02390719093149528,23,100,1.2855878726E7,4.04713426E8
593,false,[25/81],mutationChangeTrack,0.005038866135906533,14,89,1.2855878726E7,4.04713426E8
593,false,[25/81],interRaceX,3.07840079E7,24,100,1408624.8839999973,4.11938938E8
594,false,[25/81],mutationChangeTrack,0.019185263904219027,28,100,1.3159376904000003E7,4.04713424E8
594,false,[25/81],mutationChangeTrack,0.0017953176829905715,12,88,1.3159376904000003E7,4.04713424E8
594,false,[25/81],interRaceX,1.719867961E7,21,100,1018611.9350000024,4.11938938E8
595,false,[25/81],mutationChangeTrack,0.027226354941376485,30,100,1.3665229113E7,4.04713424E8
595,false,[25/81],mutationChangeTrack,0.002553773406340719,10,86,1.3665229113E7,4.04713424E8
595,false,[25/81],interRaceX,1.900516569E7,20,100,1054522.4610000015,4.11938938E8
596,false,[25/81],mutationChangeTrack,0.041278781438304574,31,100,1.4178297768000001E7,4.04713413E8
596,false,[25/81],mutationChangeTrack,0.0026178688989957886,10,82,1.4178297768000001E7,4.04713413E8
596,false,[25/81],interRaceX,1.907750957E7,25,100,1.6086048725E7,4.11938938E8
597,false,[25/81],mutationChangeTrack,0.04445270988246193,30,100,1.4004872661000002E7,4.04713401E8
597,false,[25/81],mutationChangeTrack,6.755142557965375E-4,9,86,1.4004872661000002E7,4.04713401E8
597,false,[25/81],interRaceX,1.42359113E7,21,100,469507.6089999974,4.11938938E8
598,false,[25/81],mutationChangeTrack,0.01811902231653221,24,100,1.3520708885000002E7,4.04713393E8
598,false,[25/81],mutationChangeTrack,0.0011502156653852367,12,85,1.3520708885000002E7,4.04713393E8
598,false,[25/81],interRaceX,2.088404839E7,25,100,1734077.275999999,4.11938938E8
599,false,[25/81],mutationChangeTrack,0.037527453064103614,30,100,1.3527938908999996E7,4.04713382E8
599,false,[25/81],mutationChangeTrack,0.002272995631279801,10,84,1.3527938908999996E7,4.04713382E8
599,false,[25/81],interRaceX,1.907745146E7,20,100,1184802.6449999989,4.11938938E8
602,false,[25/81],mutationKemp3,0.04332979100203374,32,100,1.3354510967000002E7,4.04713382E8
602,false,[25/81],mutationKemp3,0.0024004500842077984,8,85,1.3354510967000002E7,4.04713382E8
602,false,[25/81],interRaceX,1.755995585E7,18,100,1.4387818551999997E7,4.11938938E8
603,false,[25/81],mutationKemp4,0.03590506553358864,38,100,1.3029328337E7,4.04713382E8
603,false,[25/81],mutationKemp4,0.0036798566398347785,18,85,1.3029328337E7,4.04713382E8
603,false,[25/81],interRaceX,2.717076822E7,22,100,873860.4410000027,4.11938938E8
604,false,[25/81],interRaceX,1.727079329E7,18,100,1777516.6509999991,4.11938938E8
605,false,[25/81],interRaceX,1.770453396E7,20,100,1741356.2290000021,4.11938938E8
606,false,[25/81],mutationKemp1,0.03149132128892233,25,100,1.3347276263999999E7,4.0471335E8
606,false,[25/81],mutationKemp1,0.0012825680675852145,10,87,1.3347276263999999E7,4.0471335E8
606,false,[25/81],interRaceX,2.738762203E7,26,100,1257225.8329999985,4.11938938E8
607,false,[25/81],interRaceX,1.539203954E7,14,100,1625649.899000001,4.11938938E8
608,false,[25/81],mutationKemp5,0.03430038965656422,36,100,1.4330057447000002E7,4.0471335E8
608,false,[25/81],mutationKemp5,0.001541718996370698,11,88,1.4330057447000002E7,4.0471335E8
608,false,[25/81],interRaceX,1.727095386E7,21,100,1286084.0670000017,4.11938938E8
609,false,[25/81],mutationSwapCOP,0.0,0,100,1.4496264319999998E7,4.0471335E8
